match_id,draw_code,draw_label,round_number,round_label,status,status_label,court_name,date_schedule,duration_minutes,is_night_session,score,starting_at,player_a_id,player_a_name,player_a_ranking,player_a_country,player_a_seed,player_a_entry_status,player_a_winner,player_a_sets_won,player_b_id,player_b_name,player_b_ranking,player_b_country,player_b_seed,player_b_entry_status,player_b_winner,player_b_sets_won
SD008,SD,Women's Singles,4,Fourth Round,NOT_STARTED,Upcoming,Court Philippe-Chatrier,20260601,,True,,,33249,A.SABALENKA,1,---,1,,,0,30764,N.OSAKA,16,JPN,16,,,0
SD009,SD,Women's Singles,4,Fourth Round,NOT_STARTED,Upcoming,Court Suzanne-Lenglen,20260601,,False,,,24265,M.KEYS,19,USA,19,,,0,45655,D.SHNAIDER,23,---,25,,,0
SD010,SD,Women's Singles,4,Fourth Round,NOT_STARTED,Upcoming,Court Suzanne-Lenglen,20260601,,False,,11:00,38726,A.POTAPOVA,30,AUT,28,,,0,33663,A.KALINSKAYA,24,---,22,,,0
SD011,SD,Women's Singles,4,Fourth Round,NOT_STARTED,Upcoming,Court Philippe-Chatrier,20260601,,False,,,40630,M.CHWALINSKA,114,POL,,,,0,40849,D.PARRY,92,FRA,,,,0
SD012,SD,Women's Singles,4,Fourth Round,FINISHED,Completed,Court Philippe-Chatrier,20260531,123,False,"4-6, 6-4, 6-0",,23968,E.SVITOLINA,7,UKR,7,,True,3,28865,B.BENCIC,11,SUI,11,,False,3
SD013,SD,Women's Singles,4,Fourth Round,FINISHED,Completed,Court Philippe-Chatrier,20260531,99,False,"7-5, 6-1",,40683,M.KOSTYUK,15,UKR,15,,True,2,40613,I.SWIATEK,3,POL,3,,False,2
SD014,SD,Women's Singles,4,Fourth Round,FINISHED,Completed,Court Suzanne-Lenglen,20260531,85,False,"6-3, 6-2",,48819,M.ANDREEVA,8,---,8,,True,2,31367,J.TEICHMANN,170,SUI,,,False,2
SD015,SD,Women's Singles,4,Fourth Round,FINISHED,Completed,Court Suzanne-Lenglen,20260531,115,False,"6-3, 7-6(7)",,14440,S.CIRSTEA,18,ROU,18,,True,2,38639,X.WANG,148,CHN,,,False,2
SD004,SD,Women's Singles,5,Quarterfinals,NOT_STARTED,Upcoming,,20260531,,,,11:00,,,,,,,,0,,,,,,,,0
SD005,SD,Women's Singles,5,Quarterfinals,NOT_STARTED,Upcoming,,20260531,,,,11:00,,,,,,,,0,,,,,,,,0
SD006,SD,Women's Singles,5,Quarterfinals,NOT_STARTED,Upcoming,,20260531,,,,11:00,23968,E.SVITOLINA,7,UKR,7,,,0,40683,M.KOSTYUK,15,UKR,15,,,0
SD007,SD,Women's Singles,5,Quarterfinals,NOT_STARTED,Upcoming,,20260531,,,,11:00,48819,M.ANDREEVA,8,---,8,,,0,14440,S.CIRSTEA,18,ROU,18,,,0
SD002,SD,Women's Singles,6,Semifinals,NOT_STARTED,Upcoming,,20260531,,,,11:00,,,,,,,,0,,,,,,,,0
SD003,SD,Women's Singles,6,Semifinals,NOT_STARTED,Upcoming,,20260531,,,,11:00,,,,,,,,0,,,,,,,,0
SD001,SD,Women's Singles,7,Final,NOT_STARTED,Upcoming,,20260531,,,,11:00,,,,,,,,0,,,,,,,,0
